contig length Sample90 Sample91 Sample92 Sample93 Sample94 Sample95 Sample96 Sample97 Sample98 Sample99 Sample9
k127_51734356_1 771 0 0 0 3.38687003963248e-07 3.08980529385954e-06 3.87515003257236e-06 3.86179554629517e-06 1.15357520484481e-06 5.0115148323424e-08 4.47383163315732e-06 0
k127_25495391_1 387 0 0 0 1.42248541664564e-06 1.27025328747559e-06 9.20827730512245e-07 7.79785639155755e-07 0 1.62874232051128e-06 9.77043689999875e-07 0
k127_64853640_2 909 0 0 0 3.25139523804718e-06 2.71216242461004e-06 7.17478273357457e-06 7.90925434000837e-06 8.91399021925532e-07 1.12759083727704e-06 1.26501446178931e-05 0
k127_58217771_2 795 0 0 0 0 0 0 0 0 0 0 0
k127_222033219_1 1794 7.31003075841642e-08 0 7.27998290077616e-08 0 0 0 0 0 2.5057574161712e-08 0 0
k127_143328186_6 1659 0 0 0 6.77374007926495e-08 6.86623398635453e-08 3.83678221046769e-08 1.4853059793443e-07 2.09740946335419e-07 0 0 0
k127_123764533_1 201 0 0 0 3.38687003963248e-08 0 0 0 2.09740946335419e-07 0 0 0
k127_182752267_4 2511 7.31003075841642e-08 6.72667821678084e-07 0 3.04818303566923e-07 2.26585721549699e-06 9.20827730512245e-07 1.85663247418037e-07 2.09740946335419e-06 7.5172722485136e-08 2.57116760526283e-07 3.47941022465752e-08
k127_176245671_3 1404 0 0 0 5.41899206341196e-07 2.7327611265691e-05 4.52740300835187e-05 1.84920594428365e-05 8.80911974608761e-06 6.76554502366224e-07 3.76933170931531e-05 0
k127_208880035_3 3153 0 0 0 6.77374007926495e-08 0 0 2.59928546385252e-07 0 2.0797786554221e-06 1.02846704210513e-07 0
k127_182761315_1 987 0 0 0 9.82192311493418e-07 4.93682223618891e-05 8.43324729860797e-05 4.34451998958206e-05 1.57830062117403e-05 6.51496928204512e-07 6.56676206384127e-05 0
k127_182761315_2 1779 0 0 0 1.25314191466402e-06 6.61218332885941e-05 0.000122661927268652 6.05633513077636e-05 1.71463223629205e-05 1.42828172721758e-06 9.94527629715663e-05 0
k127_38728127_1 891 4.75151999297067e-07 0 1.45599658015523e-07 3.38687003963248e-08 0 0 0 0 2.75633315778832e-07 1.02846704210513e-07 6.95882044931503e-08
k127_222072461_2 2766 0 0 0 0 1.37324679727091e-07 3.83678221046769e-07 1.4853059793443e-07 4.19481892670839e-07 0 0 0
k127_12594653_1 1200 5.48252306881232e-07 5.19788771296701e-07 1.34679683664359e-06 1.35474801585299e-07 2.05987019590636e-07 2.30206932628061e-07 2.22795896901644e-07 5.76787602422403e-07 3.7586361242568e-07 5.0909118584204e-06 2.01805793030136e-06
k127_51800828_5 2019 0 0 0 1.35474801585299e-07 0 1.15103466314031e-07 1.4853059793443e-07 1.0487047316771e-07 5.0115148323424e-08 1.5427005631577e-07 0
k127_254734992_3 3504 0 0 0 0 0 0 0 0 0 0 0
k127_130470209_1 1410 0 6.11516201525531e-08 1.45599658015523e-07 1.69343501981624e-07 1.02993509795318e-07 0 0 1.0487047316771e-07 6.51496928204512e-07 0 0
k127_110878449_4 762 0 0 0 3.38687003963248e-08 0 0 0 0 0 0 0
k127_156633721_2 2781 0 0 0 0 1.02993509795318e-07 1.91839110523384e-07 0 2.62176182919274e-07 1.00230296646848e-07 0 0
k127_176268999_1 2016 0 0 0 0 0 0 0 0 0 0 0
k127_78003351_1 1137 0 0 0 0 0 0 0 0 0 0 0
k127_5981510_2 813 0 0 0 1.01606101188974e-07 1.37324679727091e-07 0 0 2.09740946335419e-07 2.5057574161712e-08 1.02846704210513e-07 3.47941022465752e-07
k127_38756477_3 1356 0 0 0 0 0 0 0 1.0487047316771e-07 7.5172722485136e-08 0 0
k127_222098784_1 1698 0 0 0 2.0863119444136e-05 9.0290976920562e-06 1.30066916934855e-05 2.11656102056562e-05 5.24352365838548e-06 2.23513561522471e-05 4.11386816842053e-06 0
k127_222098784_2 564 0 0 0 1.28362374502071e-05 6.45425994717326e-06 1.46948758660912e-05 1.24394375770085e-05 5.13865318521777e-06 8.61980551162893e-06 3.70248135157848e-06 0
k127_222102586_3 2484 1.46200615168328e-07 1.83454860457659e-07 3.27599230534927e-07 0 0 0 0 0 0 0 4.87117431452052e-07
k127_117415678_33 3057 0 0 0 1.49022281743829e-06 4.08540922188094e-06 1.18940248524498e-06 1.07684683502461e-06 6.81658075590113e-07 1.37816657889416e-06 7.71350281578849e-07 0
k127_19203759_1 2010 3.65501537920821e-08 1.83454860457659e-07 0 9.82192311493418e-07 2.74649359454181e-07 1.15103466314031e-07 0 1.78279804385106e-06 3.25748464102256e-07 5.14233521052566e-08 0
k127_58303041_1 846 0 0 0 1.50038342755719e-05 0.000568009206521178 0.000746637818157012 0.000395462717000419 0.00014650405101529 9.64716605225912e-06 0.000718127112149909 0
k127_12646307_1 1377 0 0 0 1.38861671624932e-06 3.08980529385954e-07 4.60413865256122e-07 0 3.14611419503129e-07 1.30299385640902e-06 8.22773633684106e-07 0
k127_136934338_64 1122 0 0 0 5.08030505944871e-07 3.43311699317726e-08 1.53471288418707e-07 1.11397948450822e-07 0 1.00230296646848e-07 1.02846704210513e-07 0
k127_208944037_2 1188 0 1.52879050381383e-07 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_6017689_1 195 0 0 0 0 0 0 0 0 7.5172722485136e-08 5.14233521052566e-08 0
k127_64963932_1 4326 0 6.11516201525531e-08 0 0 0 0 0 0 0 0 0
k127_143417500_3 345 0 0 0 1.69343501981624e-07 2.33451955536054e-06 3.26126487889753e-06 2.04229572159841e-06 4.71917129254693e-07 1.50345444970272e-07 3.23967118263117e-06 0
k127_156683599_2 963 0 0 0 1.9609977529472e-05 2.95248061413245e-06 1.43111976450445e-05 9.87728476263956e-06 5.4532646047209e-06 7.96830858342442e-06 4.78237174578886e-06 0
k127_97773376_12 1029 0 0 0 5.75767906737521e-07 3.08980529385954e-07 3.56820745573495e-06 1.74523452572955e-06 3.61803132428598e-06 5.76324205719376e-07 1.64554726736821e-06 0
k127_195796536_1 1845 2.19300922752493e-07 2.14030670533936e-07 2.91199316031047e-07 0 0 0 0 0 0 0 1.39176408986301e-07
k127_117486208_1 957 3.65501537920821e-08 1.83454860457659e-07 7.27998290077616e-08 0 6.86623398635453e-08 0 0 0 7.5172722485136e-08 0 4.87117431452052e-07
k127_6055149_2 246 0 0 0 1.20572573410916e-05 5.45865601915185e-06 1.14336109871937e-05 1.13254580925003e-05 2.35958564627347e-06 1.3656377918133e-05 2.15978078842078e-06 0
k127_97813449_1 666 1.57165661305953e-06 1.25360821312734e-06 2.03839521221733e-06 1.38861671624932e-06 3.43311699317726e-08 0 7.42652989672148e-08 5.24352365838548e-08 5.11174512898925e-06 0 1.46135229435616e-06
k127_65012887_10 1026 0 0 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_25665462_1 1260 7.31003075841642e-08 0 0 0 0 0 0 0 0 0 3.47941022465752e-08
k127_235122384_3 2568 0 0 0 3.04818303566923e-07 1.09859743781672e-06 3.83678221046769e-08 2.59928546385252e-07 3.67046656086984e-07 1.75403019131984e-07 3.0854011263154e-07 0
k127_38878909_3 705 0 0 0 0 0 0 0 0 0 0 0
k127_228682388_5 837 0 0 0 0 0 0 0 0 0 0 0
k127_222223522_1 816 4.97082091572317e-06 2.26260994564447e-06 6.84318392672959e-06 1.35474801585299e-07 2.19719487563345e-06 8.05724264198214e-07 7.42652989672148e-07 4.66673605596308e-06 2.28023924871579e-06 5.13205054010461e-05 2.22682254378081e-05
k127_130611724_1 2382 9.13753844802053e-07 5.80940391449255e-07 4.73198888550451e-07 0 0 0 0 0 0 0 1.39176408986301e-07
k127_163361923_1 1671 0 0 0 2.66207985115113e-05 9.0290976920562e-06 1.83398189660355e-05 1.2290906979074e-05 8.02259119732979e-06 4.18461488500591e-06 3.18824783052591e-06 0
k127_215506056_4 483 0 0 0 2.1167937747703e-05 1.781787719459e-05 3.78690404173161e-05 4.24797510092468e-05 1.373803198497e-05 2.59095316832102e-05 1.56841223921033e-05 0
k127_38934120_5 894 0 0 0 6.77374007926495e-08 7.24387685560403e-06 1.26613812945434e-05 6.90667280395097e-06 2.93637324869587e-06 5.0115148323424e-08 9.51332013947247e-06 0
k127_38934120_7 1989 0 0 0 1.35474801585299e-07 2.05300396192e-05 4.00943740993873e-05 1.986596747373e-05 8.54694356316834e-06 4.00921186587392e-07 3.09568579673645e-05 0
k127_71613403_1 1680 0 0 0 1.32765305553593e-05 1.01963574697365e-05 1.22777030734966e-05 1.34048864635823e-05 4.50943034621151e-06 3.93403914338879e-06 4.06244481631527e-06 0
k127_189200494_1 1215 0 0 0 3.72555704359572e-07 0 2.68574754732738e-07 1.03971418554101e-06 2.09740946335419e-07 7.26669650689648e-07 3.0854011263154e-07 0
k127_137091799_2 2550 0 0 0 0 0 0 0 0 0 0 0
k127_6179877_1 558 3.65501537920821e-08 0 3.63999145038808e-08 2.03212202377949e-07 4.11974039181272e-07 1.15103466314031e-07 7.42652989672148e-08 2.09740946335419e-07 5.51266631557664e-07 0 0
k127_25776614_2 1839 0 6.11516201525531e-08 0 0 0 0 0 0 0 0 0
k127_32340139_2 666 0 0 0 3.38687003963248e-08 3.08980529385954e-07 3.83678221046769e-08 0 1.0487047316771e-07 2.5057574161712e-08 5.14233521052566e-08 0
k127_189217144_6 582 1.82750768960411e-07 3.05758100762766e-07 2.18399487023285e-07 0 0 0 0 4.19481892670839e-06 1.2528787080856e-07 0 2.22682254378081e-06
k127_91502737_2 648 0 0 0 1.35474801585299e-07 1.02993509795318e-07 7.67356442093537e-07 3.34193845352466e-07 1.0487047316771e-07 0 8.22773633684106e-07 0
k127_195949012_5 1065 0 0 0 4.94483025786342e-06 0 7.67356442093537e-08 7.42652989672148e-08 3.14611419503129e-07 1.10253326311533e-06 3.0854011263154e-07 0
k127_163445404_5 1242 0 0 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_215565273_2 1614 0 0 3.63999145038808e-08 0 0 0 0 0 0 0 0
k127_195964809_8 495 0 0 0 0 0 0 0 0 2.5057574161712e-08 0 0
k127_52052515_1 1491 0 0 0 3.38687003963248e-07 8.23948078362543e-06 1.54238644860801e-05 9.58022356677071e-06 4.4045598730438e-06 1.50345444970272e-07 1.9232333687366e-05 0
k127_52052515_3 1017 0 0 0 1.69343501981624e-07 7.41553270526289e-06 1.73038877692093e-05 1.06570704017953e-05 3.8277722706214e-06 2.00460593293696e-07 1.85124067578924e-05 0
k127_52052515_16 1365 0 0 0 6.4350530753017e-07 9.06342886198798e-06 2.22533368207126e-05 1.22166416801068e-05 4.61430081937922e-06 1.00230296646848e-07 2.29862383910497e-05 0
k127_117664192_2 420 6.9445292204956e-06 3.5162181587718e-06 7.46198247329557e-06 4.74161805548547e-07 2.64350008474649e-06 1.68818417260578e-06 1.96803042263119e-06 5.82031126080789e-06 3.7586361242568e-06 8.74711219310415e-05 2.19898726198355e-05
k127_71680271_2 1332 0 0 0 1.35474801585299e-07 5.83629888840135e-07 1.53471288418707e-07 7.42652989672148e-08 0 2.00460593293696e-07 0 0
k127_248418722_6 2799 0 0 0 4.74161805548547e-07 3.08980529385954e-07 1.07429901893095e-06 1.85663247418037e-06 1.0487047316771e-07 5.51266631557664e-07 2.31405084473655e-06 0
k127_104534053_4 504 0 0 0 1.11766711307872e-06 0 3.83678221046769e-08 3.71326494836074e-08 3.67046656086984e-07 2.5057574161712e-08 1.02846704210513e-07 0
k127_261659895_26 5709 0 0 0 0 3.43311699317726e-08 0 0 0 0 1.02846704210513e-07 0
k127_209206595_1 2163 3.65501537920821e-08 6.11516201525531e-08 0 0 0 0 0 0 0 0 0
k127_261660951_7 1248 0 0 0 0 0 2.30206932628061e-07 0 5.24352365838548e-08 0 5.14233521052566e-08 0
k127_261660951_8 771 0 0 0 0 0 1.91839110523384e-07 0 0 0 0 0
k127_261660951_9 864 0 0 0 0 0 1.15103466314031e-07 0 5.24352365838548e-08 0 0 0
k127_261660951_10 246 0 0 0 0 3.43311699317726e-08 1.53471288418707e-07 0 0 0 0 0
k127_261661045_7 2892 0 0 0 1.35474801585299e-07 0 1.18940248524498e-06 0 1.88242499336039e-05 0 0 0
k127_261662678_8 981 0 0 0 0 0 0 0 0 2.5057574161712e-08 0 0
k127_222407170_27 1686 0 0 0 1.35474801585299e-07 0 0 0 0 0 0 0
k127_85013124_2 2106 1.46200615168328e-07 4.58637151144148e-07 0 1.77810677080705e-05 5.45178978516549e-05 3.47612468268372e-05 2.68840382261317e-05 1.62024881044111e-05 1.96952532911056e-05 1.17245242799985e-05 6.61087942684928e-07
k127_25881141_1 825 3.43571445645572e-06 3.48564234869553e-06 4.00399059542689e-06 1.35474801585299e-07 1.1329286077485e-06 7.67356442093537e-07 4.82724443286896e-07 4.4045598730438e-06 3.08208162189058e-06 2.67915664468387e-05 5.70623276843833e-06
k127_261668419_4 987 0 0 0 6.77374007926495e-08 0 0 7.42652989672148e-08 0 0 0 0
k127_39080882_1 1590 0 3.05758100762766e-08 3.63999145038808e-08 0 0 0 0 0 0 0 0
k127_137234402_2 1305 0 6.11516201525531e-08 0 4.06424404755897e-07 0 0 0 0 1.77908776548155e-06 0 0
k127_12972053_1 1716 1.46200615168328e-07 1.83454860457659e-07 0 8.80586210304444e-07 1.02650198096e-05 1.47332436881959e-05 1.0211478607992e-05 3.30341990478285e-06 1.75403019131984e-07 1.30615314347352e-05 3.47941022465752e-08
k127_137253615_1 1083 0 0 0 0 3.43311699317726e-08 0 0 0 0 0 0
k127_261689222_8 129 0 0 0 0 3.43311699317726e-08 0 0 0 0 0 0
k127_137266461_26 2727 0 0 0 1.62569761902359e-06 8.58279248294316e-07 1.11266684103563e-06 1.85663247418037e-07 1.94010375360263e-06 1.10253326311533e-06 0 0
k127_25941551_2 384 0 0 0 0 2.05987019590636e-07 0 0 0 0 0 0
k127_255123419_54 945 0 0 0 3.38687003963248e-08 0 7.67356442093537e-08 7.42652989672148e-08 5.24352365838548e-08 2.25518167455408e-07 5.14233521052566e-08 0
k127_13001252_2 861 0 1.22303240305106e-07 0 0 0 0 0 0 5.0115148323424e-08 0 0
k127_248539264_9 762 0 0 0 0 0 7.67356442093537e-08 0 1.0487047316771e-07 5.0115148323424e-08 1.02846704210513e-07 0
k127_104663546_1 1362 0 0 0 0 0 0 0 0 0 0 3.47941022465752e-08
k127_65364132_1 1734 0 0 0 0 0 0 0 0 0 0 0
k127_13080385_1 2175 2.92401230336657e-07 6.42092011601808e-07 8.73597948093139e-07 0 0 0 0 0 0 0 1.04382306739725e-07
k127_196196287_5 1425 0 0 0 3.86103184518102e-06 2.05987019590636e-07 4.41229954203784e-06 5.19857092770503e-07 9.43834258509387e-07 1.32805143057074e-06 1.07989039421039e-06 0
k127_58782548_3 948 0 0 0 1.01606101188974e-07 2.16286370570168e-06 6.94457580094651e-06 2.82208136075416e-06 3.67046656086984e-07 1.75403019131984e-07 6.32507230894656e-06 0
k127_32675951_4 3024 0 0 0 0 0 7.67356442093537e-08 1.15111213399183e-06 0 7.46715710019018e-06 9.77043689999875e-07 0
k127_6538309_17 759 0 0 0 5.75767906737521e-07 1.06426626788495e-06 7.2898861998886e-07 1.55957127831151e-06 5.24352365838548e-07 1.0524181147919e-06 5.14233521052566e-08 0
k127_32681589_1 309 0 6.11516201525531e-08 0 1.01606101188974e-06 4.58321118589165e-05 7.40115288399217e-05 3.78381698237959e-05 1.38429024581377e-05 8.01842373174784e-07 6.78274014268335e-05 0
k127_6542027_3 2742 0 0 0 1.55796021823094e-06 7.55285738498998e-07 1.91839110523384e-07 0 4.08994845354068e-06 5.26209057395952e-07 4.11386816842053e-07 0
k127_32707797_2 2355 7.31003075841642e-08 9.17274302288297e-07 6.91598375573735e-07 0 0 0 0 0 0 0 4.87117431452052e-07
k127_32710452_1 1065 3.65501537920821e-08 0 0 2.03212202377949e-07 0 0 0 0 0 0 0
k127_189648518_2 1080 0 0 0 0 0 0 0 0 0 0 0
k127_189704662_1 1353 7.31003075841642e-08 0 0 0 0 0 0 0 0 0 0
k127_25704137_3 327 0 0 0 3.38687003963248e-07 0 7.67356442093537e-08 2.97061195868859e-07 1.0487047316771e-07 5.0115148323424e-08 0 0
k127_26693027_3 930 0 0 0 6.77374007926495e-08 6.17961058771907e-07 2.30206932628061e-07 0 7.86528548757822e-07 5.0115148323424e-08 2.05693408421026e-07 0
k127_24716454_29 804 5.62872368398065e-06 2.26260994564447e-06 5.53278700458988e-06 1.01606101188974e-07 1.68222732665686e-06 8.44092086302891e-07 8.91183587606577e-07 6.39709886323029e-06 7.21658135857306e-06 5.4303059823151e-05 1.67707572828492e-05
k127_26693083_2 912 0 0 0 1.35474801585299e-07 3.77642869249499e-07 8.05724264198214e-07 6.31255041221326e-07 0 8.51957521498208e-07 8.22773633684106e-07 0
k127_990023_2 1746 0 0 0 6.77374007926495e-08 1.64789615672509e-06 2.07186239365255e-06 1.15111213399183e-06 6.29222839006258e-07 2.5057574161712e-08 2.62259095736809e-06 0
k127_31636370_1 750 0 0 0 0 1.02993509795318e-07 1.53471288418707e-07 0 7.34093312173968e-07 5.0115148323424e-08 0 0
k127_7910799_1 2457 0 0 3.63999145038808e-08 2.03212202377949e-07 1.20159094761204e-06 0 7.42652989672148e-08 2.35958564627347e-06 7.5172722485136e-08 0 1.39176408986301e-07
k127_4945770_1 1929 0 0 1.09199743511642e-07 4.19971884914427e-06 7.48419504512643e-06 8.44092086302891e-07 3.5276017009427e-06 3.88020750720526e-06 2.80644830611175e-06 1.74839397157872e-06 0
k127_5934522_1 579 0 0 0 6.77374007926495e-08 2.05987019590636e-07 0 0 1.57305709751564e-07 2.5057574161712e-08 0 0
k127_26694048_2 396 0 0 0 0 6.86623398635453e-08 5.75517331570153e-07 1.11397948450822e-07 4.71917129254693e-07 2.5057574161712e-08 3.0854011263154e-07 0
k127_32627318_11 1302 0 0 0 8.12848809511794e-07 1.27025328747559e-06 2.11023021575723e-06 1.29964273192626e-06 8.91399021925532e-07 4.25978760749104e-07 1.74839397157872e-06 0
k127_991469_1 468 0 0 0 8.43330639868487e-06 3.12413646379131e-06 1.45030367555679e-05 1.14368560409511e-05 4.71917129254693e-06 2.54835529224611e-05 3.65105799947322e-06 0
k127_32627935_1 1656 4.38601845504985e-07 3.66909720915319e-07 4.00399059542689e-07 0 1.02993509795318e-07 0 0 4.19481892670839e-07 2.00460593293696e-07 0 1.39176408986301e-07
k127_23730509_3 240 0 0 0 0 0 0 0 0 2.5057574161712e-08 0 3.47941022465752e-08
k127_30649051_1 738 0 0 0 3.38687003963248e-08 2.05987019590636e-07 1.91839110523384e-07 0 0 2.5057574161712e-08 0 0
k127_18787041_3 330 3.65501537920821e-08 0 0 2.70949603170598e-07 1.02993509795318e-07 0 0 0 0 0 3.47941022465752e-08
k127_2248_7 960 0 0 0 2.8788395336876e-06 5.1496754897659e-07 1.91839110523384e-06 1.4853059793443e-07 6.29222839006258e-07 1.17770598560046e-06 7.71350281578849e-07 0
k127_992725_1 1056 1.4254559978912e-06 2.07915508518681e-06 1.38319675114747e-06 9.48323611097093e-07 0 0 0 0 3.65840582760995e-06 0 1.07861716964383e-06
k127_12856565_1 1197 0 0 0 2.26920292655376e-06 8.23948078362543e-07 1.03593119682628e-06 4.23312204113124e-06 5.24352365838548e-07 9.27130243983344e-07 9.25620337894619e-07 0
k127_4947814_1 765 7.31003075841642e-08 0 0 4.13198144835162e-06 5.1496754897659e-06 3.56820745573495e-06 6.46108101014768e-06 4.24725416329224e-06 4.00921186587392e-06 1.28558380263142e-06 6.95882044931503e-08
k127_11866213_1 219 0 0 0 6.570527876887e-06 1.30458445740736e-06 8.17234610829617e-06 2.0051630721148e-06 2.35958564627347e-06 2.15495137790723e-06 3.13682447842065e-06 0
k127_23731230_4 2517 7.31003075841642e-08 9.17274302288297e-08 7.27998290077616e-08 6.77374007926495e-07 0 0 0 0 0 0 6.95882044931503e-08
k127_34606078_2 1086 0 0 0 5.08030505944871e-07 2.0839020148586e-05 3.80225117057348e-05 1.87148553397381e-05 5.76787602422403e-06 3.00690889940544e-07 3.24995585305222e-05 0
k127_34606078_3 519 0 0 0 2.37080902774273e-07 1.17412601166662e-05 1.92606466965478e-05 9.13463177296742e-06 3.51316085111827e-06 3.50806038263968e-07 1.67125894342084e-05 0
k127_15822410_1 174 9.35683937077302e-06 5.93170715479765e-06 1.30675693068932e-05 6.09636607133846e-07 5.59598069887894e-06 2.30206932628061e-06 2.37648956695087e-06 1.43148195873924e-05 1.8793180621284e-05 0.000140591444655772 2.75917230815341e-05
k127_15822410_2 687 2.77781168819824e-06 2.26260994564447e-06 3.27599230534927e-06 2.06599072417581e-06 3.2614611435184e-06 1.95675892733852e-06 1.18824478347544e-06 7.28849788515582e-06 5.78829963135547e-06 2.24720048699971e-05 7.23717326728763e-06
k127_21753979_2 1170 5.62872368398065e-06 3.85255206961085e-06 8.80877930993916e-06 2.33694032734641e-06 4.3943897512669e-06 2.30206932628061e-06 1.78236717521315e-06 1.12735758655288e-05 9.99797209052309e-06 7.60551377636745e-05 1.91019621333698e-05
k127_20765899_2 588 0 0 0 1.94067653270941e-05 3.23742932456616e-05 2.51309234785633e-05 0.000132303630110093 5.66300555105632e-06 6.47487716338638e-05 7.816349519999e-06 0
k127_2969864_2 5886 0 0 0 2.06599072417581e-06 1.47624030706622e-06 6.1388515367483e-07 5.94122391737718e-07 5.66300555105632e-06 3.00690889940544e-07 4.11386816842053e-07 3.47941022465752e-08
k127_9891715_1 495 8.29688491080264e-06 6.32919268578925e-06 1.19391719572729e-05 8.12848809511794e-07 5.63031186881071e-06 2.07186239365255e-06 1.81949982469676e-06 1.28990681996283e-05 1.39570688080736e-05 0.000112360024349986 2.69654292410957e-05
k127_26695338_1 420 0 1.83454860457659e-07 7.27998290077616e-08 4.33519365072957e-06 3.76269622452228e-05 5.98154346611912e-05 3.91378125557222e-05 1.27417624898767e-05 1.15264841143875e-06 6.28393362726236e-05 0
k127_993264_2 408 0 0 0 1.69343501981624e-07 5.83629888840135e-07 1.4963450620824e-06 7.42652989672148e-08 8.38963785341677e-07 1.0524181147919e-06 5.14233521052566e-08 0
k127_29660776_4 579 0 1.52879050381383e-07 0 1.35474801585299e-07 2.05987019590636e-07 0 0 8.38963785341677e-07 1.00230296646848e-07 0 0
k127_17800607_2 600 0 3.05758100762766e-08 0 1.76117242060889e-06 2.43751306515586e-05 3.05407863953228e-05 2.16483346489431e-05 5.71544078764018e-06 8.7701509565992e-07 2.98255442210488e-05 0
k127_993715_4 4110 9.32028921698094e-06 6.69610240670457e-06 1.28491698198699e-05 7.1124270832282e-07 4.15407156174449e-06 1.6498163505011e-06 1.33677538140987e-06 1.50489128995663e-05 1.27793628224731e-05 8.31515603541999e-05 2.45298420838355e-05
k127_22743417_3 1206 0 0 0 1.35474801585299e-07 0 1.15103466314031e-07 3.71326494836074e-08 0 1.2528787080856e-07 1.5427005631577e-07 0
k127_3366_1 549 0 0 0 6.77374007926495e-08 1.71655849658863e-07 4.60413865256122e-07 1.11397948450822e-07 9.43834258509387e-07 1.75403019131984e-07 5.14233521052566e-08 0
k127_9893006_2 447 3.69156553300029e-06 2.44606480610212e-06 3.82199102290749e-06 1.69343501981624e-07 9.95603928021407e-07 4.22046043151445e-07 6.68387690704933e-07 5.97761697055945e-06 4.41013305246131e-06 3.62534632342059e-05 9.98590734476707e-06
k127_2970499_1 414 5.22667199226774e-06 2.38491318594957e-06 6.77038409772183e-06 1.35474801585299e-07 2.74649359454181e-06 8.05724264198214e-07 1.29964273192626e-06 5.55813507788861e-06 6.03887537297259e-06 5.59486070905192e-05 1.61792575446574e-05
k127_26696543_11 357 0 0 0 6.77374007926495e-08 0 0 0 1.57305709751564e-07 2.5057574161712e-08 0 0
k127_26696543_12 864 0 0 0 0 0 0 0 2.09740946335419e-07 2.5057574161712e-08 0 0
k127_11867706_2 714 0 0 0 0 0 0 0 1.57305709751564e-07 2.35541197120093e-06 0 0
k127_19780958_3 1134 0 0 0 1.01606101188974e-07 2.40318189522408e-07 3.83678221046769e-06 1.55957127831151e-06 4.56186558279537e-06 6.01381779881088e-07 1.02846704210513e-06 0
k127_4951292_3 303 0 0 0 3.38687003963248e-08 3.02114295399599e-06 5.98538024832959e-06 3.0077446081722e-06 1.10113996826095e-06 2.5057574161712e-08 4.83379509789412e-06 0
k127_28674068_1 462 0 0 0 1.52409151783461e-06 3.77642869249499e-07 1.07429901893095e-06 1.0025815360574e-06 2.09740946335419e-07 2.75633315778832e-07 1.02846704210513e-06 0
k127_28674077_6 615 0 0 0 1.01606101188974e-07 1.78522083645218e-06 2.6473797252227e-06 2.56215281436891e-06 7.34093312173968e-07 5.0115148323424e-08 2.67401430947334e-06 0
k127_7916634_4 1305 0 0 0 1.69343501981624e-07 0 1.53471288418707e-07 0 6.29222839006258e-07 0 3.0854011263154e-07 0
k127_2971598_1 504 0 0 0 2.19807865572148e-05 2.50960852201258e-05 1.08964614777282e-05 8.20631553587723e-06 5.66300555105632e-06 2.79642527644706e-05 1.60955092089453e-05 0
k127_31640482_3 819 0 6.11516201525531e-08 0 4.06424404755897e-07 6.86623398635453e-07 1.91839110523384e-07 0 1.6254923340995e-06 4.51036334910816e-07 0 0
k127_2971687_23 1950 0 9.17274302288297e-08 0 2.03212202377949e-07 0 0 0 2.56932659260889e-06 4.51036334910816e-07 0 6.95882044931503e-08
k127_12861581_1 864 0 0 0 1.35474801585299e-07 6.86623398635453e-07 0 7.0552034018854e-07 0 1.00230296646848e-07 2.05693408421026e-07 0
k127_5215_5 2544 0 0 0 1.65956631941991e-06 2.75679294552134e-05 4.63483291024496e-05 2.1091344906689e-05 8.07502643391364e-06 1.00230296646848e-06 3.79504338536794e-05 0
k127_10883332_1 1335 0 0 0 7.1124270832282e-07 3.18249945267532e-05 4.63866969245543e-05 2.43961507107301e-05 8.33720261683292e-06 1.2528787080856e-07 3.94417110647318e-05 0
k127_10883332_3 642 0 0 0 1.35474801585299e-07 8.99476652212443e-06 1.47332436881959e-05 8.5405093812297e-06 2.51689135602503e-06 2.5057574161712e-07 1.13645608152617e-05 0
k127_20770023_4 504 1.57165661305953e-05 8.98928816242531e-06 2.26407468214139e-05 5.08030505944871e-07 9.88737694035052e-06 3.03105794626947e-06 2.97061195868859e-06 2.312393933348e-05 2.42306742143755e-05 0.000172731039721557 5.22607415743559e-05
k127_9896765_6 837 0 0 0 6.77374007926495e-08 7.55285738498998e-07 1.53471288418707e-06 4.08459144319681e-07 3.67046656086984e-07 5.0115148323424e-08 1.74839397157872e-06 0
k127_2972195_1 468 0 0 0 1.35474801585299e-07 4.11974039181272e-07 3.45310398942092e-07 2.97061195868859e-07 1.0487047316771e-07 0 4.11386816842053e-07 0
k127_11868764_1 288 2.0468086123566e-06 1.86512441465287e-06 2.69359367328718e-06 1.35474801585299e-07 8.58279248294316e-07 5.75517331570153e-07 1.03971418554101e-06 2.35958564627347e-06 3.35771493766941e-06 2.87456538268384e-05 7.51552608526023e-06
k127_28674989_1 303 0 0 0 1.01606101188974e-07 7.20954568567225e-07 7.2898861998886e-07 4.82724443286896e-07 1.0487047316771e-07 2.5057574161712e-08 5.14233521052566e-07 0
k127_32632969_4 483 0 0 0 6.77374007926495e-08 1.02993509795318e-07 0 0 0 2.5057574161712e-08 0 0
k127_8907500_2 1260 0 0 0 4.74161805548547e-07 2.57140462788977e-05 3.84061899267815e-05 1.92347124325086e-05 6.76414551931727e-06 4.25978760749104e-07 3.11111280236802e-05 0
k127_7918191_3 1833 3.65501537920821e-08 3.97485530991595e-07 1.45599658015523e-07 1.76117242060889e-06 1.1329286077485e-06 2.57064408101335e-06 1.70810187624594e-06 1.10113996826095e-06 8.51957521498208e-07 4.62810168947309e-07 1.39176408986301e-07
