contig length Sample490 Sample491 Sample492 Sample493 Sample494 Sample495 Sample496 Sample497 Sample498 Sample499 Sample49 Sample500 Sample501 Sample502 Sample503 Sample504 Sample505 Sample507 Sample508 Sample509 Sample50
k127_22757285_1 2367 9.23953605794778e-08 3.39884123985378e-07 3.18902038141194e-07 6.06884203095498e-08 0 0 0 0 0 0 0 0 0 0 0 4.39979996749428e-08 1.89740863313338e-07 0 0 0 0
k127_1000637_10 2127 0 0 0 6.06884203095498e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_4959847_1 1677 2.30988401448695e-07 0 0 0 2.37275176950188e-07 4.08954441923081e-08 0 4.97761776838313e-08 1.31416996094396e-07 4.0416089297571e-08 0 1.35661470475106e-07 4.58288305552545e-08 4.61251878650074e-08 0 0 4.74352158283346e-08 0 6.68267601947272e-08 5.11966120130034e-08 0
k127_11874933_2 849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_32638586_2 669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_4959982_3 621 0 1.01965237195613e-07 0 0 0 0 2.96351984126914e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_34618349_19 924 2.1943898137626e-06 1.37992954338063e-05 8.38074556235058e-05 3.09814385680252e-05 1.64609654009193e-05 3.08760603651926e-05 4.32673896825294e-06 8.7357191835124e-06 1.23531976328733e-05 5.30057011137644e-05 7.87561313885676e-07 0.000121118560840174 0.000154878532861483 1.8680701085328e-06 0.000123272032495637 4.80018176453626e-05 0.000244813148890035 0.000232705172024875 0.000246473798288202 9.11299693831461e-06 2.55547151235791e-06
k127_27692515_1 1332 0 0 0 0 0 0 0 0 0 0 0 0 2.29144152776273e-08 0 0 0 0 0 0 0 0
k127_27692515_3 1005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.1577626803805e-08
k127_27692515_5 984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.34133800973636e-08 0 1.84732880411415e-07
k127_27692515_6 732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.90838380962169e-08 0 0 1.2315525360761e-07
k127_27692515_7 570 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30625939325037e-08 0 0 0 0 0 0 0
k127_27692515_8 1503 0 0 0 0 0 0 0 0 8.76113307295976e-08 0 0 0 0 1.38375563595022e-07 0 0 0 0 0 0 0
k127_27692515_9 1410 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_27692515_10 552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_27692515_11 1047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.1577626803805e-08
k127_27692515_12 516 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30625939325037e-08 0 0 0 0 0 0 0
k127_27692515_17 765 0 0 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_27692515_18 987 0 0 0 0 0 0 0 0 0 0 0 0 0 1.15312969662518e-07 0 0 0 0 0 0 0
k127_27692515_19 804 0 0 0 0 0 0 2.96351984126914e-08 0 0 0 1.07394724620774e-07 0 0 2.30625939325037e-08 0 0 2.37176079141673e-08 0 0 0 0
k127_32638998_2 1086 6.46767524056345e-07 4.044621075426e-06 2.3513710278944e-05 5.58333466847858e-06 3.49980886001527e-06 9.32416127584625e-06 7.11244761904593e-07 2.46392079534965e-06 2.71595125261753e-06 1.15387934944565e-05 7.1596483080516e-08 2.1841496746492e-05 2.9445023631751e-05 2.76751127190044e-07 2.68129590191251e-05 1.47833278907808e-05 5.54517673033232e-05 3.66410982152033e-05 4.64445983353354e-05 1.99666786850713e-06 4.31043387626635e-07
k127_12868753_1 603 0 0 0 0 0 2.04477220961541e-08 0 0 0 2.02080446487855e-08 0 0 1.60400906943391e-07 0 7.95046968691627e-08 2.19989998374714e-08 9.48704316566692e-08 1.36793433336759e-07 1.837735905355e-07 0 0
k127_25713725_9 774 6.92965204346084e-08 1.69942061992689e-07 1.06300679380398e-06 1.51721050773874e-07 5.93187942375469e-08 3.47611275634619e-07 0 0 1.09514163411997e-07 7.07281562707492e-07 0 6.37608911232996e-07 1.07697751804848e-06 2.30625939325037e-08 7.35418446039755e-07 4.83977996424371e-07 1.49420929859254e-06 1.44610200956002e-06 2.48929681725359e-06 1.79188142045512e-07 0
k127_1001551_11 537 0 0 8.50405435043184e-08 0 0 0 0 0 0 0 0 4.06984411425317e-08 9.16576611105091e-08 0 0 0 2.37176079141673e-07 1.56335352384867e-07 3.34133800973636e-08 0 0
k127_20780558_2 393 0 3.39884123985378e-08 4.25202717521592e-08 0 8.89781913563204e-08 4.08954441923081e-08 0 0 0 4.0416089297571e-08 0 0 0 0 0 4.39979996749428e-08 0 0 0 2.55983060065017e-08 0
k127_3972858_11 1023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_27693196_2 534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3972941_1 1974 4.3887796275252e-07 2.71907299188302e-07 2.97641902265114e-07 1.24411261634577e-06 3.85572162544055e-06 1.96298132123079e-06 1.21504313492035e-06 1.34395679746345e-06 6.35182147789583e-07 3.63744803678139e-07 2.14789449241548e-07 8.13968822850634e-08 2.29144152776273e-07 3.45938908987555e-07 1.39133219521035e-07 7.69964994311499e-07 5.92940197854183e-07 1.17251514288651e-07 6.68267601947272e-08 5.37564426136536e-07 1.2315525360761e-07
k127_9906447_1 1086 6.30598335954936e-06 3.51440184200881e-05 0.000175821323695178 8.48424115927506e-05 3.01932662669114e-05 9.22805698199433e-05 7.67551638888706e-06 1.93131569413266e-05 2.21875695072706e-05 0.000102838739217669 8.59157796966192e-07 0.000223135986637454 0.000213356120649988 2.4907601447104e-06 0.00018421238264585 0.000141409570955266 0.000322346009161448 0.000318963202703226 0.000476107253007334 1.96850973189998e-05 3.07888134019025e-06
k127_21771228_19 705 0 0 0 0 5.93187942375469e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_25714271_1 1119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_15838465_2 912 6.92965204346084e-08 6.79768247970756e-08 1.91341222884716e-07 3.03442101547749e-08 1.48296985593867e-07 2.04477220961541e-08 8.89055952380741e-08 7.4664266525747e-08 6.57084980471982e-08 6.06241339463565e-08 1.07394724620774e-07 0 0 1.15312969662518e-07 1.19257045303744e-07 0 2.37176079141673e-08 3.90838380962169e-08 6.68267601947272e-08 0 1.53944067009512e-07
k127_19792020_9 1071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_16827607_2 3717 0 3.39884123985378e-08 0 0 0 0 0 0 0 0 0 1.35661470475106e-08 0 0 0 0 0 3.90838380962169e-08 0 0 0
k127_27693976_1 423 0 1.01965237195613e-07 0 3.03442101547749e-08 0 0 0 0 0 0 0 0 2.29144152776273e-08 0 0 0 2.37176079141673e-08 0 0 0 0
k127_6942578_7 390 7.85360564925562e-07 3.36485282745524e-06 2.7786997590036e-05 7.64674095900327e-06 2.61002694645206e-06 5.97073485207699e-06 6.81609563491901e-07 8.46195020625133e-07 2.89117391407672e-06 5.19346747473787e-06 3.5798241540258e-08 1.82600339259492e-05 9.94485623049024e-06 1.61438157527526e-07 2.37520281896624e-05 1.20994499106093e-05 4.34032224829262e-05 3.41006487389492e-05 3.94444952049377e-05 1.40790683035759e-06 5.54198641234245e-07
k127_33632486_3 1122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_22761336_1 1362 1.84790721158956e-07 1.69942061992689e-07 0 0 1.18637588475094e-07 1.84029498865387e-07 1.18540793650765e-07 4.97761776838313e-08 2.84736824871192e-07 2.82912625082997e-07 3.5798241540258e-08 2.03492205712658e-07 0 1.84500751460029e-07 1.39133219521035e-07 3.07985997724599e-07 4.74352158283346e-08 0 1.16946830340773e-07 1.79188142045512e-07 6.1577626803805e-08
k127_23749992_1 546 0 0 2.12601358760796e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.55983060065017e-08 0
k127_22761566_2 705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19792532_1 1656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_13863468_10 1020 2.9196933943115e-05 2.51854135873165e-05 1.37340477759474e-05 2.96766375313698e-05 3.34854593470952e-05 4.08341010260197e-05 2.34710771428516e-05 2.58338362179085e-05 2.40493102852745e-05 1.92784745949414e-05 1.84002961516926e-05 9.52343522735241e-06 1.56276312193418e-05 2.16788382965535e-05 1.57419299800942e-05 2.29669558303201e-05 1.72189833456855e-05 8.42256710973474e-06 1.78260382819435e-05 2.65966399407553e-05 1.31160345092105e-05
k127_1995200_1 708 4.61976802897389e-08 1.35953649594151e-07 1.06300679380398e-07 9.10326304643247e-08 0 1.63581776769233e-07 8.89055952380741e-08 2.23992799577241e-07 6.57084980471982e-08 0 7.1596483080516e-08 1.35661470475106e-08 9.16576611105091e-08 4.61251878650074e-08 1.59009393738325e-07 8.79959993498856e-08 1.66023255399171e-07 7.81676761924337e-08 0 2.04786448052014e-07 0
k127_19792849_2 498 2.30988401448695e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_26705460_2 240 2.30988401448695e-08 6.79768247970756e-08 8.50405435043184e-08 0 2.96593971187735e-08 6.13431662884622e-08 0 0 2.19028326823994e-08 2.02080446487855e-08 0 1.35661470475106e-08 0 9.22503757300147e-08 1.98761742172907e-08 0 2.37176079141673e-08 0 1.67066900486818e-08 0 0
k127_25715657_4 1446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_34620508_1 1041 7.4147276865031e-06 4.17717588378029e-05 0.000242556890210192 0.000105203376606605 3.59175299108347e-05 0.000111153817314693 9.98706186507699e-06 2.57093957736989e-05 2.75537635144584e-05 0.000129654814466608 7.51763072345418e-07 0.000239700252182464 0.000227448486045728 3.41326390201054e-06 0.000243503010336028 0.000167852368759907 0.000435526434127854 0.000384370005757245 0.000531489930518714 1.87891566087723e-05 2.524682698956e-06
k127_33633051_2 915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_9907883_2 468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19793165_1 1707 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3974717_1 2394 0 0 0 3.03442101547749e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_29671499_3 306 0 0 0 0 0 0 0 0 0 0 0 1.35661470475106e-08 0 0 0 0 1.66023255399171e-07 5.86257571443253e-08 6.68267601947272e-08 0 0
k127_34620761_3 831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_13864214_3 585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7932118_1 681 2.10199445318312e-06 8.49710309963445e-06 5.77425290394322e-05 2.81594270236311e-05 1.14781866849653e-05 2.60299502284041e-05 2.96351984126914e-06 5.42560336753761e-06 7.3812546139686e-06 3.62128160106236e-05 3.22184173862322e-07 6.23228795362635e-05 7.08055432078683e-05 8.7637856943514e-07 6.8314410784828e-05 4.37340116768931e-05 0.000130351973096264 0.000138474038374896 0.000145131016452899 5.27325103733935e-06 4.9262101443044e-07
k127_22762586_2 765 0 0 0 0 0 4.08954441923081e-08 0 0 2.19028326823994e-08 0 0 5.42645881900422e-08 0 2.30625939325037e-08 3.97523484345813e-08 0 0 0 3.34133800973636e-08 0 0
k127_14311_1 1650 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3974906_14 213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31649776_2 231 0 3.39884123985378e-08 2.12601358760796e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31649776_3 438 0 0 0 0 0 0 2.96351984126914e-08 0 0 0 0 0 0 0 0 0 2.37176079141673e-08 0 1.67066900486818e-08 0 0
k127_22762805_1 2373 0 0 1.48608349773796e-05 6.06884203095498e-08 0 2.04477220961541e-08 8.97946511904548e-06 6.42112692121424e-06 1.09514163411997e-07 4.0416089297571e-08 7.1596483080516e-08 0 2.29144152776273e-08 2.30625939325037e-08 3.97523484345813e-08 0 1.2048544820397e-05 8.93065700498555e-06 0 0 3.07888134019025e-08
k127_16829965_17 1428 1.38593040869217e-07 3.39884123985378e-07 1.48820951132557e-07 1.213768406191e-07 8.89781913563204e-08 1.84029498865387e-07 0 0 0 2.02080446487855e-08 0 4.06984411425317e-08 0 0 1.19257045303744e-07 8.79959993498856e-08 9.48704316566692e-08 0 0 5.11966120130034e-08 0
k127_16829965_20 1608 1.84790721158956e-07 2.03930474391227e-07 8.50405435043184e-08 0 0 8.17908883846163e-08 0 0 0 0 0 2.71322940950211e-08 0 0 9.93808710864533e-08 6.59969995124142e-08 7.11528237425019e-08 0 0 5.11966120130034e-08 0
k127_25716435_2 1173 4.3887796275252e-07 2.03930474391227e-07 4.25202717521592e-08 6.06884203095498e-07 2.07615779831414e-07 1.0223861048077e-07 1.48175992063457e-07 1.24440444209578e-07 1.31416996094396e-07 1.81872401839069e-07 0 2.84889087997722e-07 0 2.76751127190044e-07 2.38514090607488e-07 1.539929988623e-07 1.42305647485004e-07 1.17251514288651e-07 2.00480280584181e-07 3.83974590097526e-07 0
k127_26706141_10 942 0 0 0 0 0 0 2.96351984126914e-08 0 2.19028326823994e-08 0 0 0 0 4.61251878650074e-08 0 6.59969995124142e-08 0 0 3.34133800973636e-08 0 0
k127_21773598_2 921 6.92965204346084e-08 0 2.12601358760796e-08 4.24818942166848e-07 1.77956382712641e-07 2.24924943057695e-07 0 5.47537954522145e-07 1.09514163411997e-07 4.0416089297571e-08 1.43192966161032e-07 2.71322940950211e-08 4.58288305552545e-08 4.61251878650074e-08 0 0 4.74352158283346e-08 0 6.68267601947272e-08 1.79188142045512e-07 3.07888134019025e-08
k127_16830392_1 1470 9.23953605794778e-08 2.71907299188302e-07 8.92925706795343e-07 0 1.77956382712641e-07 8.17908883846163e-08 5.92703968253827e-08 9.2085928715088e-07 9.19918972660775e-07 2.06122055417612e-06 3.5798241540258e-08 2.71322940950211e-08 0 1.15312969662518e-07 2.9814261325936e-07 3.73982997237014e-07 2.37176079141673e-07 4.49464138106494e-07 2.00480280584181e-07 1.5358983603901e-07 9.23664402057074e-08
k127_1003767_2 444 5.77471003621736e-07 1.59745538273128e-06 1.15867740524634e-05 3.67164942872776e-06 1.09739769339462e-06 2.98536742603849e-06 1.77811190476148e-07 1.04529973136046e-06 1.35797562630876e-06 5.98158121604051e-06 2.14789449241548e-07 1.39731314589359e-05 2.43809378553954e-05 6.9187781797511e-08 1.70338813042181e-05 4.70778596521888e-06 4.04859567094836e-05 3.89665865819282e-05 4.59768110139723e-05 6.39957650162543e-07 8.00509148449465e-07
k127_9909053_5 756 4.61976802897389e-08 0 1.27560815256478e-07 0 5.93187942375469e-08 2.04477220961541e-08 0 0 2.19028326823994e-07 2.82912625082997e-07 0 0 0 6.9187781797511e-08 1.98761742172907e-08 0 0 7.81676761924337e-08 1.67066900486818e-08 0 0
k127_1003828_2 993 1.15494200724347e-07 4.07860948782454e-07 2.12601358760796e-08 6.06884203095498e-08 2.37275176950188e-07 1.84029498865387e-07 0 0 4.38056653647988e-08 0 0 2.71322940950211e-08 0 0 9.93808710864533e-08 6.59969995124142e-08 1.42305647485004e-07 0 0 1.5358983603901e-07 0
k127_1003828_5 1635 6.00569843766606e-07 5.09826185978067e-07 1.27560815256478e-07 6.06884203095498e-08 1.77956382712641e-07 1.84029498865387e-07 5.92703968253827e-08 0 0 0 0 1.35661470475106e-08 0 0 1.19257045303744e-07 1.75991998699771e-07 3.5576411871251e-07 0 0 7.67949180195051e-08 0
k127_2981252_2 363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_14850630_2 1260 4.61976802897389e-08 6.79768247970756e-08 4.25202717521592e-07 9.10326304643247e-08 2.96593971187735e-08 2.04477220961541e-08 2.96351984126914e-08 3.23545154944904e-07 5.03765151695186e-07 8.89153964546562e-07 1.7899120770129e-07 5.42645881900422e-08 0 1.61438157527526e-07 1.19257045303744e-07 1.31993999024828e-07 1.89740863313338e-07 9.77095952405422e-08 3.34133800973636e-08 0 0
k127_27695898_2 627 2.77186081738434e-07 2.48115410509326e-06 2.07073723433015e-05 6.4026283426575e-06 1.77956382712641e-06 5.60267585434621e-06 5.63068769841136e-07 1.16974017557004e-06 1.48939262240316e-06 8.54800288643626e-06 1.43192966161032e-07 1.55603706634946e-05 2.01188566137567e-05 1.84500751460029e-07 2.46067036810058e-05 9.78955492767477e-06 5.96260662962166e-05 4.4516491591591e-05 3.82249068313839e-05 1.4591034423706e-06 5.54198641234245e-07
k127_33634360_1 840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_18808135_9 855 7.39162884635823e-07 1.01965237195613e-07 1.48820951132557e-07 1.51721050773874e-07 6.8216613373179e-07 1.43134054673078e-07 4.4452797619037e-07 7.21754576415554e-07 2.84736824871192e-07 4.0416089297571e-07 7.1596483080516e-08 2.57756793902701e-07 4.12459474997291e-07 2.5368853325754e-07 7.95046968691627e-08 3.29984997562071e-07 1.89740863313338e-07 3.90838380962169e-08 6.68267601947272e-08 3.83974590097526e-07 0
k127_13865556_6 654 2.54087241593564e-07 1.69942061992689e-07 2.12601358760796e-07 6.06884203095498e-08 0 1.43134054673078e-07 4.14892777777679e-07 4.72873687996398e-07 2.19028326823994e-07 1.41456312541498e-07 2.50587690781806e-07 0 1.14572076388136e-07 2.07563345392533e-07 3.37894961693941e-07 3.07985997724599e-07 1.18588039570837e-07 7.81676761924337e-08 1.67066900486818e-07 4.09572896104027e-07 6.1577626803805e-08
k127_14851325_1 309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_4964232_2 1236 6.92965204346084e-08 1.69942061992689e-07 1.48820951132557e-07 0 2.96593971187735e-08 2.45372665153849e-07 5.92703968253827e-08 0 0 0 0 0 0 0 7.95046968691627e-08 8.79959993498856e-08 1.42305647485004e-07 0 0 0 0
k127_23754147_1 522 0 0 0 0 0 0 0 2.48880888419157e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_15901_3 954 1.61691881014086e-07 0 0 0 0 0 7.11244761904593e-07 9.95523553676627e-08 0 2.82912625082997e-07 0 1.08529176380084e-07 1.83315322221018e-07 0 0 0 0 0 0 0 0
k127_24739155_1 153 0 0 4.25202717521592e-08 3.03442101547749e-08 0 0 0 0 2.19028326823994e-08 2.02080446487855e-08 0 0 0 0 0 2.19989998374714e-08 2.37176079141673e-08 0 0 2.55983060065017e-08 0
k127_31651308_2 1752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_9910164_2 1353 2.30988401448695e-08 2.03930474391227e-07 1.16930747318438e-06 3.03442101547749e-08 0 2.04477220961541e-08 2.96351984126914e-08 5.7242604336406e-07 6.35182147789583e-07 1.73789183979555e-06 0 0 2.29144152776273e-08 2.30625939325037e-08 1.78885567955616e-07 0 3.08328902884175e-07 5.27631814298928e-07 6.68267601947272e-08 0 0
k127_10893620_6 1719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_20784140_4 11916 8.315582452153e-07 2.03930474391227e-07 8.50405435043184e-08 5.76539992940723e-07 2.58036754933329e-06 1.14507243738463e-06 5.03798373015753e-07 5.47537954522145e-07 7.4469631120158e-07 8.0832178595142e-07 2.14789449241548e-07 2.03492205712658e-07 3.20801813886782e-07 1.19925488449019e-06 3.77647310128523e-07 9.23957993173798e-07 1.89740863313338e-07 1.17251514288651e-07 3.00720420876272e-07 1.02393224026007e-07 0
k127_13865948_5 1719 0 0 2.04097304410364e-06 9.10326304643247e-08 0 0 0 8.71083109467048e-07 1.31416996094396e-07 1.81872401839069e-07 0 0 4.58288305552545e-08 2.30625939325037e-08 3.97523484345813e-08 0 3.32046510798342e-07 6.64425247635687e-07 0 0 0
k127_31651488_3 471 0 0 0 0 0 0 0 0 0 2.02080446487855e-08 0 0 0 0 0 0 0 0 0 0 0
k127_4964445_6 798 0 3.39884123985378e-08 0 1.213768406191e-07 3.26253368306508e-07 1.0223861048077e-07 5.92703968253827e-08 0 2.19028326823994e-08 0 1.43192966161032e-07 0 0 0 0 1.09994999187357e-07 0 5.86257571443253e-08 1.67066900486818e-08 0 0
k127_34622442_1 399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_30661773_1 2286 8.77755925505039e-07 1.12161760915175e-06 2.46617576162523e-06 7.28261043714597e-07 5.93187942375469e-08 6.33879384980776e-07 2.07446388888839e-07 1.36884488630536e-06 1.40178129167356e-06 3.17266300985932e-06 3.5798241540258e-07 3.79852117330296e-07 1.03114868749323e-06 7.84128193705125e-07 1.86836037642532e-06 1.05595199219863e-06 6.1665780576835e-07 8.59844438116771e-07 4.34373941265727e-07 3.32777978084522e-07 9.23664402057074e-08
k127_32643585_1 1068 0 0 0 0 0 0 0 0 2.19028326823994e-08 0 2.86385932322064e-07 0 0 2.30625939325037e-08 0 0 0 0 0 0 1.2315525360761e-07
k127_2982436_1 1305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_8926392_2 1992 0 0 0 0 8.89781913563204e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.77099320617122e-07
k127_14851643_1 282 2.54087241593564e-07 1.01965237195613e-07 1.48820951132557e-07 0 2.07615779831414e-07 4.08954441923081e-08 2.96351984126914e-08 2.48880888419157e-08 0 0 7.1596483080516e-08 2.71322940950211e-08 0 0 1.98761742172907e-08 4.39979996749428e-08 2.13458471227506e-07 1.95419190481084e-08 0 0 0
k127_13866228_4 228 0 0 0 0 0 0 0 0 0 4.0416089297571e-08 3.5798241540258e-08 0 0 0 0 0 0 0 3.34133800973636e-08 0 0
k127_15842918_1 447 5.77471003621736e-07 5.03028503498359e-06 1.85813587556936e-05 1.50507282367683e-05 5.10141630442903e-06 8.5471478361924e-06 1.68920630952341e-06 1.19462826441195e-06 3.83299571941989e-06 2.03090848720294e-05 2.14789449241548e-07 1.18568125195242e-05 2.31206450151259e-05 2.99813721122548e-07 2.35333902732722e-05 1.98650968532367e-05 4.18852955764195e-05 4.00413921295742e-05 2.93703611055826e-05 1.81747972646162e-06 4.31043387626635e-07
k127_24740014_4 1344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_32644136_3 1032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_31652312_1 3813 0 0 0 0 0 4.08954441923081e-08 0 0 4.38056653647988e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_29674707_1 723 2.7949596575292e-06 1.91014877679782e-05 0.000144483883413837 3.49868743084554e-05 1.34060474976856e-05 4.79908037596736e-05 3.55622380952296e-06 1.2095611177171e-05 1.25284202943325e-05 6.46455348314648e-05 2.14789449241548e-07 8.9943554924995e-05 0.000135607509612998 1.01475413303016e-06 0.000127386400558616 6.80209074974615e-05 0.00029395603248819 0.000180450080490233 0.000216685769931403 8.85701387824959e-06 1.90890643091795e-06
k127_2983225_3 165 3.46482602173042e-07 2.71907299188302e-07 1.06300679380398e-07 0 3.85572162544055e-07 2.65820387250003e-07 2.96351984126914e-08 0 6.57084980471982e-08 2.02080446487855e-08 0 0 0 0 7.95046968691627e-08 6.59969995124142e-08 2.13458471227506e-07 0 0 2.55983060065017e-08 0
k127_32644501_4 984 0 6.79768247970756e-08 3.18902038141194e-07 0 0 8.17908883846163e-08 1.48175992063457e-07 3.23545154944904e-07 1.97125494141595e-07 5.86033294814779e-07 0 5.42645881900422e-08 0 0 1.98761742172907e-08 0 1.66023255399171e-07 5.86257571443253e-08 0 0 0
k127_1999120_2 1275 0 3.39884123985378e-08 2.97641902265114e-07 0 0 1.0223861048077e-07 4.14892777777679e-07 7.4664266525747e-07 0 4.0416089297571e-08 0 2.71322940950211e-08 0 0 7.95046968691627e-08 2.19989998374714e-08 0 3.90838380962169e-08 0 5.11966120130034e-08 0
k127_15843545_2 750 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_17257_1 810 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_8927797_2 1170 1.84790721158956e-07 2.03930474391227e-07 2.33861494636876e-07 2.42753681238199e-07 2.66934574068961e-07 1.22686332576924e-07 4.74163174603062e-07 2.98657066102988e-07 2.19028326823994e-07 4.0416089297571e-08 0 1.35661470475106e-08 1.60400906943391e-07 0 0 2.19989998374714e-08 9.48704316566692e-08 1.56335352384867e-07 3.34133800973636e-08 0 6.1577626803805e-08
k127_27698267_1 267 1.8941048918793e-06 8.22519580044615e-06 3.93737716424994e-05 1.75692976796147e-05 6.08017640934856e-06 1.59696709570963e-05 2.81534384920568e-06 4.67896070228014e-06 5.10336001499906e-06 2.05515814078149e-05 1.43192966161032e-07 6.29876207415915e-05 3.70067806733681e-05 8.07190787637629e-07 3.6651665256684e-05 2.34949318264194e-05 8.05687140844263e-05 8.91306927784226e-05 7.93066576610925e-05 3.68615606493625e-06 1.2007637226742e-06
k127_27698274_2 942 2.30988401448695e-08 1.01965237195613e-07 0 0 2.07615779831414e-07 0 0 0 0 0 0 5.42645881900422e-08 6.87432458328818e-08 0 7.95046968691627e-08 0 0 0 3.34133800973636e-08 0 0
k127_28686287_7 1437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.37176079141673e-08 0 0 0 0
k127_28686308_3 456 1.38593040869217e-07 1.01965237195613e-07 2.12601358760796e-08 0 8.89781913563204e-08 1.43134054673078e-07 0 0 0 0 0 4.06984411425317e-08 0 0 1.98761742172907e-08 0 9.48704316566692e-08 3.90838380962169e-08 0 2.55983060065017e-08 0
k127_29675655_2 774 3.46482602173042e-06 1.01625353071628e-05 0.00010151714880828 3.07993733070965e-05 7.2665522940995e-06 1.52744484058271e-05 2.07446388888839e-06 3.0114587498718e-06 9.54963504952614e-06 3.0716227866154e-05 1.7899120770129e-07 5.67471930997367e-05 3.27217850164517e-05 8.07190787637629e-07 7.36611016492792e-05 3.97961907059857e-05 0.000153452923204662 0.000118463113269633 0.000132099798214927 5.47803748539137e-06 1.262341349478e-06
k127_17824122_4 1077 0 0 0 0 0 0 0 0 0 0 3.5798241540258e-08 0 0 0 0 0 0 0 0 0 0
k127_22766327_3 2031 0 0 0 0 0 0 0 0 0 4.0416089297571e-08 0 0 0 2.30625939325037e-08 0 0 0 0 0 0 0
k127_30663408_1 441 0 0 0 0 0 2.04477220961541e-08 5.92703968253827e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_10894972_2 1254 0 1.69942061992689e-07 1.27560815256478e-07 0 5.93187942375469e-08 0 2.96351984126914e-08 0 4.38056653647988e-08 0 0 0 0 0 0 4.39979996749428e-08 2.37176079141673e-07 0 0 5.11966120130034e-08 0
k127_11882220_3 1446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
